agency,borough,complaint_type,latitude,longitude
DPR,BROOKLYN,New Tree Request,40.66076627098421,-73.94024379370623
DOT,QUEENS,Street Condition,40.68704242812479,-73.72639876011151
NYPD,QUEENS,Illegal Parking,40.69215798702307,-73.81401536836043
NYPD,STATEN ISLAND,Blocked Driveway,40.57147745715642,-74.1175529273787
DOT,STATEN ISLAND,Street Condition,40.63050195175165,-74.08246573234292
DOB,BROOKLYN,General Construction/Plumbing,40.66533800641166,-73.93330809293256
HPD,BROOKLYN,HEAT/HOT WATER,40.64759217882247,-74.01468835191913
HPD,MANHATTAN,DOOR/WINDOW,40.805981133136356,-73.95421543478437
HPD,BRONX,ELECTRIC,40.825419853142044,-73.87651354204385
DOT,QUEENS,Street Condition,40.68032408924554,-73.81499659109204
HPD,BROOKLYN,ELECTRIC,40.67894780729149,-73.87036729923378
DEP,QUEENS,Sewer,40.65567033677405,-73.74716073535694
NYPD,MANHATTAN,Noise - Street/Sidewalk,40.75170417123436,-73.9875986129142
DOT,BROOKLYN,Street Condition,40.69154989755986,-73.91185865047822
DEP,QUEENS,Noise,40.777319351622076,-73.91364793048757
DSNY,QUEENS,Dirty Conditions,40.70706887570317,-73.79690979070625
DEP,BROOKLYN,Air Quality,40.63835852724075,-73.96097460001373
DOT,QUEENS,Street Condition,40.739039859386814,-73.75459920586556
DPR,BROOKLYN,New Tree Request,40.66067821255853,-73.93981135335267
DOT,STATEN ISLAND,Street Sign - Dangling,40.580476300423776,-74.11888996655819
NYPD,BROOKLYN,Blocked Driveway,40.70881274659549,-73.9650957489971
NYPD,MANHATTAN,Noise - Street/Sidewalk,40.72538266601234,-74.00010101911779
DOB,QUEENS,General Construction/Plumbing,40.71155640652285,-73.87348172059839
HPD,BRONX,UNSANITARY CONDITION,40.83797126819545,-73.9159941552872
HPD,MANHATTAN,UNSANITARY CONDITION,40.86057145999462,-73.92864759209131
NYPD,QUEENS,Illegal Parking,40.75336640461628,-73.88856516851142
DEP,BROOKLYN,Asbestos,40.641114471896685,-73.96150627211519
DOT,BROOKLYN,Street Condition,40.62910450688753,-74.0346392012843
NYPD,QUEENS,Illegal Parking,40.75488964793289,-73.87765493192994
DOT,QUEENS,Sidewalk Condition,40.75939424980484,-73.90761053357792
DPR,BROOKLYN,New Tree Request,40.660752518991096,-73.94018974106064
DSNY,BROOKLYN,Derelict Vehicles,40.640026983344505,-74.01861418632335
HPD,MANHATTAN,APPLIANCE,40.82309090972954,-73.9404195954357
DPR,MANHATTAN,Maintenance or Facility,40.85710899479841,-73.93560289829801
HPD,BROOKLYN,FLOORING/STAIRS,40.673310712390716,-73.94181515352994
TLC,QUEENS,For Hire Vehicle Complaint,40.75488964793289,-73.87765493192994
NYPD,QUEENS,Blocked Driveway,40.68654270968105,-73.83796587464765
DOT,QUEENS,Street Condition,40.728939139666366,-73.79688643433518
HPD,BRONX,UNSANITARY CONDITION,40.83797126819545,-73.9159941552872
DPR,STATEN ISLAND,Dead/Dying Tree,40.59570419465208,-74.14097932166358
HPD,BROOKLYN,PLUMBING,40.657241667515976,-73.93965947583904
NYPD,BRONX,Blocked Driveway,40.82770289292758,-73.85482181151012
DPR,BROOKLYN,Root/Sewer/Sidewalk Condition,40.59644448744761,-73.94498247474492
DPR,BROOKLYN,Overgrown Tree/Branches,40.67252942853101,-73.87946429939116
NYPD,QUEENS,Illegal Parking,40.75443739621255,-73.87568141920566
DOT,QUEENS,Street Condition,40.76881911033377,-73.82996769637663
DOT,MANHATTAN,Street Condition,40.754987711491054,-73.97557860246674
DOT,MANHATTAN,Street Light Condition,40.84512801414024,-73.93498560487605
DEP,BROOKLYN,Sewer,40.61666329238114,-73.95976982477872
DOT,BRONX,Street Condition,40.82854785719326,-73.89491812450878
DOT,MANHATTAN,Street Condition,40.75561066983911,-73.97511636281295
NYPD,MANHATTAN,Noise - Residential,40.795493166254495,-73.96975263795659
NYPD,STATEN ISLAND,Blocked Driveway,40.57147745715642,-74.1175529273787
NYPD,QUEENS,Abandoned Vehicle,40.67206539165548,-73.82041250356494
DEP,MANHATTAN,Water System,40.77146410530942,-73.99434623559422
DEP,MANHATTAN,Water System,40.77166933137081,-73.98669592202734
DEP,BROOKLYN,Water System,40.64256820428341,-73.95158541555023
DOT,MANHATTAN,Street Condition,40.75623911814816,-73.97466494091474
NYPD,QUEENS,Noise - Residential,40.66725593962544,-73.75469388956152
NYPD,BROOKLYN,Vending,40.70195840939989,-73.92388719130786
HPD,QUEENS,APPLIANCE,40.74550706531594,-73.89617869610561
HPD,MANHATTAN,ELECTRIC,40.79714706125005,-73.93404646658914
DPR,BROOKLYN,Overgrown Tree/Branches,40.684377682775796,-73.92739748699026
HPD,MANHATTAN,ELECTRIC,40.79732174573274,-73.9720922046747
NYPD,MANHATTAN,Vending,40.711134120031616,-74.01070934460866
HPD,BRONX,PLUMBING,40.84810770841058,-73.909059617562
DEP,MANHATTAN,Sewer,40.77200702204592,-73.98747930085521
DEP,BRONX,Sewer,40.903074664855716,-73.8419453601405
DEP,BRONX,Water System,40.839792812801015,-73.91470887382634
NYPD,BRONX,Illegal Parking,40.85354567446796,-73.91729026433474
DPR,QUEENS,Damaged Tree,40.69191914097182,-73.8356197132552
DPR,BROOKLYN,New Tree Request,40.66076083567878,-73.94034832418644
DPR,BROOKLYN,New Tree Request,40.66075537227781,-73.94039878970777
TLC,MANHATTAN,Lost Property,40.72561585058169,-74.0052530125091
DSNY,BROOKLYN,Derelict Vehicles,40.590770266428265,-73.97413002753386
DOT,QUEENS,Street Condition,40.5785510087329,-73.83755108534511
NYPD,QUEENS,Illegal Parking,40.71334507253862,-73.83012363783608
HPD,BROOKLYN,UNSANITARY CONDITION,40.64744598508772,-73.96817650789363
DOT,QUEENS,Street Condition,40.71848716285478,-73.76518342909011
NYPD,QUEENS,Illegal Parking,40.753252053603966,-73.88952905303273
HPD,BRONX,DOOR/WINDOW,40.84810770841058,-73.909059617562
NYPD,MANHATTAN,Illegal Parking,40.74443574284639,-73.98480671020883
NYPD,BROOKLYN,Blocked Driveway,40.651221366255974,-73.92835974919095
DOT,QUEENS,Sidewalk Condition,40.77787338845537,-73.91683543476185
DEP,BRONX,Water System,40.85992963107399,-73.84307459360785
DEP,STATEN ISLAND,Noise,40.64423912726966,-74.08685728635189
DPR,BROOKLYN,New Tree Request,40.66075265363356,-73.94044925277052
DPR,STATEN ISLAND,Root/Sewer/Sidewalk Condition,40.609093967256754,-74.13819479042554
DPR,BROOKLYN,New Tree Request,40.66074993496717,-73.94049971582912
DOB,BROOKLYN,General Construction/Plumbing,40.70253513253691,-73.99431601548454
DOB,QUEENS,General Construction/Plumbing,40.66725593962544,-73.75469388956152
DOB,QUEENS,General Construction/Plumbing,40.71351651511184,-73.79545808951892
NYPD,QUEENS,Illegal Parking,40.75336096749028,-73.88861931776488
DOB,STATEN ISLAND,General Construction/Plumbing,40.53874832894831,-74.22303915940286
HPD,BROOKLYN,HEAT/HOT WATER,40.69509397626858,-73.99266141018887
DPR,BROOKLYN,Dead/Dying Tree,40.58891970706606,-73.98703476850375
HPD,QUEENS,UNSANITARY CONDITION,40.75092224616417,-73.87147602807038
DOT,BROOKLYN,Sidewalk Condition,40.62558694294771,-74.03018116813784
NYPD,BRONX,Non-Emergency Police Matter,40.871933374209924,-73.90107231827008
DOT,MANHATTAN,Street Condition,40.756867564630774,-73.97421351049849
TLC,MANHATTAN,For Hire Vehicle Complaint,40.782787362202136,-73.93063030002119
DOHMH,MANHATTAN,Mobile Food Vendor,40.74835618760526,-74.00368846932794
HPD,BRONX,UNSANITARY CONDITION,40.84810770841058,-73.909059617562
DOT,MANHATTAN,Street Condition,40.757493262897725,-73.97375485351573
HPD,BROOKLYN,DOOR/WINDOW,40.68761468103616,-73.93837357234264
DEP,MANHATTAN,Noise,40.77980870052613,-73.9770282521443
DEP,QUEENS,Sewer,40.72308238534383,-73.90571992872064
DOT,MANHATTAN,Street Condition,40.75906024635693,-73.97261358670531
DOT,MANHATTAN,Street Condition,40.759996038891394,-73.97192735881461
DPR,BROOKLYN,New Tree Request,40.66074178069478,-73.94065470930902
DPR,BROOKLYN,New Tree Request,40.66074721627864,-73.94055017888361
DPR,BROOKLYN,New Tree Request,40.66073088143463,-73.94080970518648
DPR,BROOKLYN,New Tree Request,40.66073359838071,-73.9407556378266
DPR,BROOKLYN,New Tree Request,40.660736317159355,-73.94070517479079
DPR,BROOKLYN,New Tree Request,40.66071454969789,-73.9410764400168
DPR,BROOKLYN,New Tree Request,40.66071182891156,-73.94112329869388
DPR,BROOKLYN,New Tree Request,40.66074449942913,-73.94060424626288
DOT,MANHATTAN,Street Condition,40.76322874845695,-73.96957235719009
DOT,QUEENS,Traffic Signal Condition,40.68070005471547,-73.84464287635403
DOB,BROOKLYN,General Construction/Plumbing,40.63542684884812,-73.98219416038434
NYPD,BROOKLYN,Vending,40.67006221660807,-73.8797931934092
DOT,MANHATTAN,Street Condition,40.76385168291853,-73.9691136140744
DPR,BROOKLYN,Overgrown Tree/Branches,40.58891970706606,-73.98703476850375
DOT,MANHATTAN,Street Condition,40.76510029292388,-73.96820332074222
NYPD,BRONX,Illegal Parking,40.87364352990189,-73.90796162633521
DOT,MANHATTAN,Street Condition,40.765413130450646,-73.96797574174623
NYPD,BROOKLYN,Illegal Parking,40.605084430597074,-73.97431895252376
DOT,MANHATTAN,Street Condition,40.76697731112362,-73.96683781469649
HPD,BRONX,UNSANITARY CONDITION,40.84810770841058,-73.909059617562
DOT,MANHATTAN,Street Condition,40.76760297909065,-73.96637901879765
NYPD,BRONX,Blocked Driveway,40.90483074222421,-73.90714065941191
DOHMH,MANHATTAN,Rodent,40.79537058262058,-73.93293945935062
DPR,BROOKLYN,New Tree Request,40.6606817413164,-73.94132877189563
DPR,BROOKLYN,New Tree Request,40.660698200796425,-73.94131073577894
DPR,BROOKLYN,New Tree Request,40.66069547991463,-73.94135759443499
DPR,BROOKLYN,New Tree Request,40.66070638728164,-73.94121701603663
DPR,BROOKLYN,New Tree Request,40.66070366643801,-73.94126387470226
DPR,BROOKLYN,New Tree Request,40.66070910810613,-73.94117015736717
NYPD,STATEN ISLAND,Noise - Commercial,40.61818661880369,-74.06914820947725
DOB,MANHATTAN,General Construction/Plumbing,40.79542270933468,-73.93289967899356
DOB,QUEENS,Building Marshals office,40.71351651511184,-73.79545808951892
DOB,QUEENS,General Construction/Plumbing,40.75873286590828,-73.93130869534694
DOT,MANHATTAN,Street Condition,40.80425783012323,-73.96292178407724
DPR,QUEENS,Overgrown Tree/Branches,40.76212470996646,-73.76583818631173
DOHMH,MANHATTAN,Standing Water,40.72256356496543,-74.00735604530347
NYPD,BRONX,Non-Emergency Police Matter,40.871933374209924,-73.90107231827008
HPD,MANHATTAN,WATER LEAK,40.82237620852428,-73.94968418530969
HPD,BRONX,UNSANITARY CONDITION,40.84810770841058,-73.909059617562
DPR,BROOKLYN,Damaged Tree,40.65207140756256,-73.91139185103711
HPD,QUEENS,UNSANITARY CONDITION,40.75092224616417,-73.87147602807038
DEP,QUEENS,Sewer,40.68318509946783,-73.7840349891131
DEP,BROOKLYN,Water System,40.62990299757903,-74.02499168084037
DOT,QUEENS,Street Condition,40.6741045784776,-73.81681276833645
NYPD,QUEENS,Illegal Parking,40.74648393736135,-73.9199205897859
DOT,MANHATTAN,Street Condition,40.79803731249422,-73.9600286144252
NYPD,BROOKLYN,Illegal Parking,40.62993936241261,-73.95840721933905
TLC,BRONX,For Hire Vehicle Complaint,40.87828378624921,-73.82976731357061
DOB,BRONX,Elevator,40.848416246073505,-73.91411588203465
DOHMH,QUEENS,Food Poisoning,40.71969067576525,-73.84346973181334
HPD,BROOKLYN,FLOORING/STAIRS,40.669585172503844,-73.89138351899446
HPD,QUEENS,SAFETY,40.74104545217698,-73.87042691210715
DOHMH,QUEENS,Indoor Air Quality,40.72259759858368,-73.84981602943597
TLC,MANHATTAN,For Hire Vehicle Complaint,40.75096301732529,-73.98694548368674
HPD,BRONX,ELECTRIC,40.879456111779156,-73.87511496774461
HPD,MANHATTAN,GENERAL,40.86057145999462,-73.92864759209131
NYPD,BROOKLYN,Drinking,40.67940638663278,-73.98167767049208
DEP,BRONX,Sewer,40.82835693800687,-73.88198241109946
DEP,BRONX,Water System,40.85891769290684,-73.91077645543244
DSNY,MANHATTAN,Missed Collection (All Materials),40.78838127976767,-73.96866888582555
DEP,BRONX,Water System,40.858655463326826,-73.84669266089679
DEP,QUEENS,Water System,40.71351651511184,-73.79545808951892
DEP,QUEENS,Water System,40.742457361736285,-73.86423876117505
DOT,STATEN ISLAND,Street Condition,40.637952860980526,-74.1447833788781
DOT,BRONX,Sidewalk Condition,40.84156402945255,-73.8346716886567
DPR,STATEN ISLAND,Maintenance or Facility,40.55513438633654,-74.14874234561503
NYPD,QUEENS,Illegal Parking,40.75080960331532,-73.90208231009323
DPR,STATEN ISLAND,Damaged Tree,40.54849834638705,-74.18916146593038
NYPD,BROOKLYN,Noise - Residential,40.668878426163786,-73.93271697533496
DSNY,STATEN ISLAND,Derelict Vehicles,40.633649088942256,-74.11834338471826
NYPD,BROOKLYN,Blocked Driveway,40.63601773005021,-74.01200517658972
HPD,MANHATTAN,UNSANITARY CONDITION,40.82259221997508,-73.94208567958242
NYPD,MANHATTAN,Illegal Parking,40.786814267188156,-73.95315971325225
NYPD,BROOKLYN,Illegal Parking,40.623564160224795,-73.9272042707032
DOT,BROOKLYN,Sidewalk Condition,40.60238703148522,-73.94510001800644
DOT,STATEN ISLAND,Street Condition,40.57805120659712,-74.07915029023792
NYPD,QUEENS,Abandoned Vehicle,40.76188927345714,-73.78007612526933
DOHMH,BRONX,Standing Water,40.81613461382787,-73.859839868288
DCA,MANHATTAN,Consumer Complaint,40.72342564045311,-74.0017641749288
DPR,BROOKLYN,New Tree Request,40.660643757810334,-73.94220465629209
DPR,BROOKLYN,New Tree Request,40.66066009762082,-73.94194873499417
DPR,BROOKLYN,New Tree Request,40.66063831891517,-73.94230558209736
DPR,BROOKLYN,New Tree Request,40.6606682536369,-73.94179374186227
DPR,BROOKLYN,New Tree Request,40.66065737829656,-73.94199919792166
DPR,BROOKLYN,New Tree Request,40.66064103837381,-73.9422551191968
DPR,BROOKLYN,New Tree Request,40.66069275901377,-73.94140445308723
DPR,BROOKLYN,New Tree Request,40.66066281510229,-73.94189466773807
DPR,BROOKLYN,New Tree Request,40.660635599434364,-73.94235604499382
DPR,BROOKLYN,New Tree Request,40.66068731715475,-73.94149817038023
DPR,BROOKLYN,New Tree Request,40.6606464754121,-73.9421505890597
DPR,BROOKLYN,New Tree Request,40.660649194802744,-73.94210012614663
DPR,BROOKLYN,New Tree Request,40.660654658950186,-73.94204966084502
DPR,BROOKLYN,New Tree Request,40.66066553438065,-73.94184420480222
DPR,BROOKLYN,New Tree Request,40.6606900380938,-73.94145131173566
DPR,BROOKLYN,New Tree Request,40.660673717649935,-73.94174327652112
NYPD,BROOKLYN,Blocked Driveway,40.616799004437006,-73.97339954855741
DOB,QUEENS,General Construction/Plumbing,40.65903792715758,-73.84852103100353
DOHMH,QUEENS,Unsanitary Animal Pvt Property,40.696475821237634,-73.7404353512245
HPD,BROOKLYN,UNSANITARY CONDITION,40.658997500414365,-73.92433267444531
HPD,BRONX,UNSANITARY CONDITION,40.848416246073505,-73.91411588203465
DOT,QUEENS,Street Condition,40.70661379639325,-73.90570354568305
NYPD,BROOKLYN,Illegal Parking,40.61808021423188,-73.98528932597091
HPD,BRONX,HEAT/HOT WATER,40.8783176545863,-73.84813716921121
HPD,QUEENS,PLUMBING,40.71351651511184,-73.79545808951892
DHS,MANHATTAN,Homeless Person Assistance,40.756264263714975,-73.97676565941963
HPD,BRONX,WATER LEAK,40.84810770841058,-73.909059617562
DPR,BRONX,Overgrown Tree/Branches,40.845047438391155,-73.85982232094103
DSNY,QUEENS,Missed Collection (All Materials),40.65327091836186,-73.74200538100159
DEP,MANHATTAN,Asbestos,40.76322244751457,-73.96664114109058
DSNY,BROOKLYN,Sanitation Condition,40.62654428476358,-73.9005894672443
DEP,BROOKLYN,Air Quality,40.639590813412696,-74.0303316295381
DPR,BROOKLYN,New Tree Request,40.660619127147996,-73.9423488505806
DPR,BROOKLYN,New Tree Request,40.660616409453006,-73.94240291778279
DPR,BROOKLYN,New Tree Request,40.66063287993146,-73.94240650788615
DPR,BROOKLYN,New Tree Request,40.660589297177246,-73.94307694942272
HPD,QUEENS,UNSANITARY CONDITION,40.709652955038926,-73.78995847286622
DPR,BROOKLYN,New Tree Request,40.66062741743042,-73.94246057746467
DPR,BROOKLYN,New Tree Request,40.66059201875947,-73.94303009091138
HPD,MANHATTAN,HEAT/HOT WATER,40.788566588275486,-73.97438179564189
HPD,BROOKLYN,APPLIANCE,40.69991109299054,-73.92431148315477
DOB,QUEENS,Building/Use,40.746338698136285,-73.87413024141222
DCA,MANHATTAN,Consumer Complaint,40.722662600104364,-74.00160180920281
NYPD,MANHATTAN,Illegal Parking,40.732719369505865,-73.99743094531692
DOT,STATEN ISLAND,Street Condition,40.596638832062396,-74.07532299293806
DPR,BRONX,Overgrown Tree/Branches,40.82796038056856,-73.8501274526584
NYPD,BROOKLYN,Illegal Parking,40.71095680897805,-73.95111732595346
DSNY,BROOKLYN,Missed Collection (All Materials),40.673033142058074,-73.92678617225796
DSNY,BROOKLYN,Missed Collection (All Materials),40.63075598062244,-73.98808223497132
HPD,BROOKLYN,UNSANITARY CONDITION,40.669585172503844,-73.89138351899446
DOT,BRONX,Sidewalk Condition,40.84258990757021,-73.8808982045141
HPD,MANHATTAN,PAINT/PLASTER,40.86057145999462,-73.92864759209131
DOHMH,MANHATTAN,Food Establishment,40.79545632865123,-73.9656281806636
TLC,MANHATTAN,For Hire Vehicle Complaint,40.732719369505865,-73.99743094531692
HPD,BRONX,UNSANITARY CONDITION,40.85046533985372,-73.90896964351694
DEP,BROOKLYN,Lead,40.69290176791913,-73.95118826011827
DEP,MANHATTAN,Water System,40.791621204665425,-73.94884791223447
HPD,BRONX,PLUMBING,40.806022392165815,-73.92761157251907
DCA,MANHATTAN,Consumer Complaint,40.72236067695303,-74.00158376363592
DOT,QUEENS,Street Condition,40.68852067047471,-73.84117026318775
DPR,BROOKLYN,New Tree Request,40.66062184300935,-73.94229117905174
DPR,BROOKLYN,New Tree Request,40.660624560651776,-73.9422371118406
HPD,BRONX,ELECTRIC,40.84260302805871,-73.91798695034466
TLC,QUEENS,Taxi Complaint,40.64832048620134,-73.78828125130184
DSNY,MANHATTAN,Dirty Conditions,40.797932622286865,-73.9675194631857
DEP,BROOKLYN,Water System,40.72465101457767,-73.94629449384743
NYPD,QUEENS,Illegal Parking,40.76473538823826,-73.94077864514071
DOB,BROOKLYN,Elevator,40.63594845216494,-73.9605292385818
NYPD,BROOKLYN,Illegal Parking,40.64245132080853,-73.98631090536439
HPD,QUEENS,UNSANITARY CONDITION,40.714243133761066,-73.74676540123198
DOHMH,BRONX,Rodent,40.84258990757021,-73.8808982045141
DCA,MANHATTAN,Consumer Complaint,40.72280807712114,-74.00120496721075
TLC,QUEENS,For Hire Vehicle Complaint,40.76473538823826,-73.94077864514071
NYPD,QUEENS,Abandoned Vehicle,40.72688304525742,-73.89829308265476
DPR,BROOKLYN,New Tree Request,40.660632738825996,-73.94212537070105
DPR,BROOKLYN,New Tree Request,40.66063545639052,-73.94207130347434
DOT,MANHATTAN,Sidewalk Condition,40.708033011840726,-74.0023625107346
DPR,BRONX,Illegal Tree Damage,40.854913815853784,-73.89521987987081
DEP,BROOKLYN,Water System,40.68519726466282,-73.97827594995809
DEP,MANHATTAN,Water System,40.72616765490106,-73.99836202786742
DSNY,BRONX,Missed Collection (All Materials),40.828754067985024,-73.88942899356749
NYPD,BROOKLYN,Illegal Parking,40.728205211608,-73.95900253940869
DSNY,MANHATTAN,Missed Collection (All Materials),40.80185553707784,-73.95353199796624
DOB,STATEN ISLAND,General Construction/Plumbing,40.58353110073122,-74.0955375324986
DOB,QUEENS,General Construction/Plumbing,40.605194474103186,-73.82070042173186
DOB,QUEENS,General Construction/Plumbing,40.6613271494374,-73.83272510007305
DOT,BROOKLYN,Broken Parking Meter,40.68109597830995,-73.97531722813895
DOT,QUEENS,Street Condition,40.76286369191496,-73.87817815349932
DOT,QUEENS,Street Condition,40.6950098819522,-73.74899495854808
DOT,QUEENS,Street Condition,40.659428419673425,-73.83318039437411
DCA,MANHATTAN,Consumer Complaint,40.72293159228109,-74.00110034634851
HPD,BRONX,UNSANITARY CONDITION,40.85046533985372,-73.90896964351694
HPD,BROOKLYN,ELEVATOR,40.647300656671966,-73.95986666694445
DSNY,BROOKLYN,Missed Collection (All Materials),40.62386020387946,-73.9224056319996
DOT,BROOKLYN,Street Condition,40.598977622878536,-73.97601016825645
DOT,MANHATTAN,Street Condition,40.73784630770936,-74.00816964516773
HPD,BROOKLYN,ELECTRIC,40.664271427215475,-73.93059495473237
HPD,QUEENS,UNSANITARY CONDITION,40.57581126369034,-73.84117190028296
HPD,BRONX,APPLIANCE,40.81771110130497,-73.89729080344952
DPR,BROOKLYN,Dead/Dying Tree,40.68191072282222,-73.99095386641592
DPR,BROOKLYN,Damaged Tree,40.706979744078716,-73.95134747266171
DPR,BROOKLYN,New Tree Request,40.66063817392961,-73.94201723624322
DEP,BRONX,Water System,40.86348386745132,-73.84913271911891
DEP,STATEN ISLAND,Water Conservation,40.51984732860049,-74.21151687073379
NYPD,BROOKLYN,Vending,40.69217069316893,-73.99117244214905
