address_type,agency,agency_name,bbl,borough,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,status,street_name,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
,NYPD,New York City Police Department,2024720011.0,BRONX,BRONX,2019-08-12T21:53:08.000,04 BRONX,Noise - Street/Sidewalk,2019-08-11T22:33:21.000,EAST  165 STREET,EAST  166 STREET,Loud Music/Party,,1074 WALTON AVENUE,10452.0,EAST  165 STREET,EAST  166 STREET,WALTON AVENUE,40.831988767918034,"{'type': 'Point', 'coordinates': [-73.92126312179046, 40.831988767918034]}",,,,Street/Sidewalk,,-73.92126312179046,MOBILE,BRONX,Unspecified,2019-08-13T01:53:11.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,WALTON AVENUE,,43519419,1006039.0,242403.0
,NYPD,New York City Police Department,4035480053.0,QUEENS,RIDGEWOOD,2019-08-12T02:36:28.000,05 QUEENS,Noise - Street/Sidewalk,2019-08-11T22:33:38.000,WYCKOFF AVENUE,CYPRESS AVENUE,Loud Music/Party,,1678 JEFFERSON AVENUE,11385.0,WYCKOFF AVENUE,CYPRESS AVENUE,JEFFERSON AVENUE,40.69907149524081,"{'type': 'Point', 'coordinates': [-73.90609288596382, 40.69907149524081]}",,,,Street/Sidewalk,,-73.90609288596382,MOBILE,QUEENS,Unspecified,2019-08-12T06:36:32.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,JEFFERSON AVENUE,,43520159,1010289.0,193981.0
,NYPD,New York City Police Department,3039540004.0,BROOKLYN,BROOKLYN,2019-08-12T02:01:59.000,05 BROOKLYN,Noise - Vehicle,2019-08-11T22:33:38.000,FULTON STREET,ATLANTIC AVENUE,Car/Truck Music,,269 CLEVELAND STREET,11208.0,FULTON STREET,ATLANTIC AVENUE,CLEVELAND STREET,40.67859583097835,"{'type': 'Point', 'coordinates': [-73.88526868012366, 40.67859583097835]}",,,,Street/Sidewalk,,-73.88526868012366,MOBILE,BROOKLYN,Unspecified,2019-08-12T06:02:05.000,The Police Department reviewed your complaint and provided additional information below.,Closed,CLEVELAND STREET,,43523078,1016073.0,186528.0
ADDRESS,DEP,Department of Environmental Protection,3015490059.0,BROOKLYN,BROOKLYN,2019-08-13T13:27:00.000,03 BROOKLYN,Noise,2019-08-11T22:34:00.000,DEWEY PL,LOUIS PL,"Noise, Barking Dog (NR5)",N/A,1075 HERKIMER STREET,11233.0,,,,40.67791002910098,"{'type': 'Point', 'coordinates': [-73.91780011849846, 40.67791002910098]}",,,,,,-73.91780011849846,UNKNOWN,BROOKLYN,Unspecified,2019-08-13T13:27:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,Closed,HERKIMER STREET,,43520384,1007050.0,186268.0
,NYPD,New York City Police Department,2045810001.0,BRONX,BRONX,2019-08-12T21:51:04.000,11 BRONX,Noise - Street/Sidewalk,2019-08-11T22:34:17.000,ADEE AVENUE,BURKE AVENUE,Loud Music/Party,,3010 YATES AVENUE,10469.0,ADEE AVENUE,BURKE AVENUE,YATES AVENUE,40.86992445315886,"{'type': 'Point', 'coordinates': [-73.85459223554373, 40.86992445315886]}",,,,,,-73.85459223554373,PHONE,BRONX,Unspecified,2019-08-13T01:51:09.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,YATES AVENUE,,43520274,1024466.0,256248.0
,NYPD,New York City Police Department,4037240061.0,QUEENS,RIDGEWOOD,2019-08-11T22:48:37.000,05 QUEENS,Blocked Driveway,2019-08-11T22:34:27.000,65 STREET,CYPRESS HILLS STREET,No Access,,65-23 80 AVENUE,11385.0,65 STREET,CYPRESS HILLS STREET,80 AVENUE,40.696406570435784,"{'type': 'Point', 'coordinates': [-73.88796075733927, 40.696406570435784]}",,,,Street/Sidewalk,,-73.88796075733927,MOBILE,QUEENS,Unspecified,2019-08-12T02:48:41.000,The Police Department reviewed your complaint and provided additional information below.,Closed,80 AVENUE,,43518989,1015318.0,193016.0
,NYPD,New York City Police Department,3009850003.0,BROOKLYN,BROOKLYN,2019-08-12T01:20:00.000,06 BROOKLYN,Noise - Commercial,2019-08-11T22:35:01.000,4 STREET,5 STREET,Loud Talking,,351 5 AVENUE,11215.0,4 STREET,5 STREET,5 AVENUE,40.671817443107535,"{'type': 'Point', 'coordinates': [-73.98408784729315, 40.671817443107535]}",,,,Club/Bar/Restaurant,,-73.98408784729315,PHONE,BROOKLYN,Unspecified,2019-08-12T05:20:06.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,5 AVENUE,,43523371,988664.0,184038.0
,NYPD,New York City Police Department,1013700042.0,MANHATTAN,NEW YORK,2019-08-12T09:55:45.000,06 MANHATTAN,Noise - Residential,2019-08-11T22:35:03.000,1 AVENUE,SUTTON PLACE,Banging/Pounding,,410 EAST   59 STREET,10022.0,1 AVENUE,SUTTON PLACE,EAST   59 STREET,40.75940015260988,"{'type': 'Point', 'coordinates': [-73.96147401010045, 40.75940015260988]}",,,,Residential Building/House,,-73.96147401010045,MOBILE,MANHATTAN,Unspecified,2019-08-12T13:55:52.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,EAST   59 STREET,,43523448,994923.0,215949.0
,NYPD,New York City Police Department,3064130030.0,BROOKLYN,BROOKLYN,2019-08-12T02:42:17.000,11 BROOKLYN,Noise - Street/Sidewalk,2019-08-11T22:35:23.000,BAY   28 STREET,BAY   29 STREET,Loud Talking,,2126 BENSON AVENUE,11214.0,BAY   28 STREET,BAY   29 STREET,BENSON AVENUE,40.60105789870135,"{'type': 'Point', 'coordinates': [-73.99697867071482, 40.60105789870135]}",,,,Street/Sidewalk,,-73.99697867071482,PHONE,BROOKLYN,Unspecified,2019-08-12T06:42:18.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,BENSON AVENUE,,43520275,985089.0,158258.0
,NYPD,New York City Police Department,,QUEENS,RIDGEWOOD,2019-08-12T02:37:15.000,05 QUEENS,Noise - Residential,2019-08-11T22:35:26.000,78 AVENUE,80 AVENUE,Loud Music/Party,,78-22 64 STREET,11385.0,78 AVENUE,80 AVENUE,64 STREET,40.69689863696927,"{'type': 'Point', 'coordinates': [-73.89161309926446, 40.69689863696927]}",,,,Residential Building/House,,-73.89161309926446,ONLINE,QUEENS,Unspecified,2019-08-12T06:37:21.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,64 STREET,,43525254,1014305.0,193194.0
,NYPD,New York City Police Department,4040860013.0,QUEENS,COLLEGE POINT,2019-08-11T22:36:31.000,07 QUEENS,Noise - Residential,2019-08-11T22:35:41.000,15 AVENUE,18 AVENUE,Loud Talking,,15-19 123 STREET,11356.0,15 AVENUE,18 AVENUE,123 STREET,40.78417225964309,"{'type': 'Point', 'coordinates': [-73.84486726802047, 40.78417225964309]}",,,,Residential Building/House,,-73.84486726802047,MOBILE,QUEENS,Unspecified,2019-08-12T02:36:34.000,The Police Department reviewed your complaint and provided additional information below.,Closed,123 STREET,,43522102,1027211.0,225010.0
,NYPD,New York City Police Department,3033110046.0,BROOKLYN,BROOKLYN,2019-08-11T23:03:08.000,04 BROOKLYN,Noise - Residential,2019-08-11T22:35:41.000,WYCKOFF AVENUE,ST NICHOLAS AVENUE,Loud Music/Party,,371 MENAHAN STREET,11237.0,WYCKOFF AVENUE,ST NICHOLAS AVENUE,MENAHAN STREET,40.7016958822392,"{'type': 'Point', 'coordinates': [-73.91359801727273, 40.7016958822392]}",,,,,,-73.91359801727273,PHONE,BROOKLYN,Unspecified,2019-08-12T03:03:10.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,MENAHAN STREET,,43523175,1008207.0,194935.0
,NYPD,New York City Police Department,3059060018.0,BROOKLYN,BROOKLYN,2019-08-11T22:48:38.000,10 BROOKLYN,Noise - Residential,2019-08-11T22:35:54.000,COLONIAL ROAD,RIDGE BOULEVARD,Loud Music/Party,,191 73 STREET,11209.0,COLONIAL ROAD,RIDGE BOULEVARD,73 STREET,40.63355505565199,"{'type': 'Point', 'coordinates': [-74.03022080037803, 40.63355505565199]}",,,,Residential Building/House,,-74.03022080037803,ONLINE,BROOKLYN,Unspecified,2019-08-12T02:48:43.000,The Police Department reviewed your complaint and provided additional information below.,Closed,73 STREET,,43519328,975862.0,170099.0
ADDRESS,DEP,Department of Environmental Protection,1006560001.0,MANHATTAN,NEW YORK,2019-08-12T01:15:00.000,02 MANHATTAN,Noise,2019-08-11T22:36:00.000,W HOUSTON ST,CLARKSON ST,"Noise: Boat(Engine,Music,Etc) (NR10)",N/A,353 WEST STREET,10014.0,,,,40.729169934976895,"{'type': 'Point', 'coordinates': [-74.01067616280815, 40.729169934976895]}",,,,,,-74.01067616280815,UNKNOWN,MANHATTAN,Unspecified,2019-08-12T01:15:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",Closed,WEST STREET,,43523368,981291.0,204933.0
,NYPD,New York City Police Department,2024940001.0,BRONX,BRONX,2019-08-12T21:53:25.000,04 BRONX,Noise - Park,2019-08-11T22:36:06.000,EAST  164 STREET,EAST  165 STREET,Loud Music/Party,,1015 RIVER AVENUE,10452.0,EAST  164 STREET,EAST  165 STREET,RIVER AVENUE,40.83114248474989,"{'type': 'Point', 'coordinates': [-73.9239959759485, 40.83114248474989]}",,,,Park/Playground,,-73.9239959759485,PHONE,BRONX,Mullaly Park,2019-08-13T01:53:31.000,Your request can not be processed at this time because of insufficient contact information. Please c,Closed,RIVER AVENUE,,43522712,1005283.0,242094.0
,NYPD,New York City Police Department,3041500016.0,BROOKLYN,BROOKLYN,2019-08-11T23:31:53.000,05 BROOKLYN,Noise - Residential,2019-08-11T22:36:08.000,FULTON STREET,ATLANTIC AVENUE,Loud Music/Party,,261 LINCOLN AVENUE,11208.0,FULTON STREET,ATLANTIC AVENUE,LINCOLN AVENUE,40.68365664941206,"{'type': 'Point', 'coordinates': [-73.86931252942895, 40.68365664941206]}",,,,,,-73.86931252942895,PHONE,BROOKLYN,Unspecified,2019-08-12T03:31:56.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,LINCOLN AVENUE,,43524357,1020496.0,188378.0
,NYPD,New York City Police Department,2040160130.0,BRONX,BRONX,2019-08-12T21:52:44.000,11 BRONX,Noise - Residential,2019-08-11T22:36:18.000,VAN NEST AVENUE,MORRIS PARK AVENUE,Loud Music/Party,,1703 VAN BUREN STREET,10460.0,VAN NEST AVENUE,MORRIS PARK AVENUE,VAN BUREN STREET,40.841390058376746,"{'type': 'Point', 'coordinates': [-73.87033627808393, 40.841390058376746]}",,,,Residential Building/House,,-73.87033627808393,ONLINE,BRONX,Unspecified,2019-08-13T01:52:47.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,VAN BUREN STREET,,43524218,1020127.0,245845.0
ADDRESS,DOB,Department of Buildings,4087270093.0,QUEENS,New Hyde Park,2019-08-16T00:00:00.000,13 QUEENS,Building/Use,2019-08-11T22:36:19.000,,,Illegal Conversion Of Residential Building/Space,,80-15 LANGDALE STREET,11040.0,,,,40.74643220405127,"{'type': 'Point', 'coordinates': [-73.70142970087295, 40.74643220405127]}",,,,,,-73.70142970087295,UNKNOWN,QUEENS,Unspecified,2019-08-16T00:00:00.000,,Assigned,LANGDALE STREET,,43525559,1066980.0,211363.0
,NYPD,New York City Police Department,3039590012.0,BROOKLYN,BROOKLYN,2019-08-12T02:02:31.000,05 BROOKLYN,Noise - Street/Sidewalk,2019-08-11T22:36:20.000,FULTON STREET,ATLANTIC AVENUE,Loud Music/Party,,197 HIGHLAND PLACE,11208.0,FULTON STREET,ATLANTIC AVENUE,HIGHLAND PLACE,40.6803260972469,"{'type': 'Point', 'coordinates': [-73.88090678528529, 40.6803260972469]}",,,,Street/Sidewalk,,-73.88090678528529,MOBILE,BROOKLYN,Unspecified,2019-08-12T06:02:35.000,The Police Department reviewed your complaint and provided additional information below.,Closed,HIGHLAND PLACE,,43521948,1017282.0,187160.0
,NYPD,New York City Police Department,1020340050.0,MANHATTAN,NEW YORK,2019-08-11T23:14:55.000,10 MANHATTAN,Noise - Street/Sidewalk,2019-08-11T22:36:45.000,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,Loud Talking,,228 WEST  149 STREET,10039.0,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST  149 STREET,40.82462133603858,"{'type': 'Point', 'coordinates': [-73.9382792065344, 40.82462133603858]}",,,,Street/Sidewalk,,-73.9382792065344,MOBILE,MANHATTAN,Unspecified,2019-08-12T03:14:57.000,The Police Department responded to the complaint and determined that police action was not necessary,Closed,WEST  149 STREET,,43522994,1001332.0,239715.0
,NYPD,New York City Police Department,4037240061.0,QUEENS,RIDGEWOOD,2019-08-12T02:32:58.000,05 QUEENS,Noise - Residential,2019-08-11T22:36:45.000,65 STREET,CYPRESS HILLS STREET,Banging/Pounding,,65-23 80 AVENUE,11385.0,65 STREET,CYPRESS HILLS STREET,80 AVENUE,40.696406570435784,"{'type': 'Point', 'coordinates': [-73.88796075733927, 40.696406570435784]}",,,,Residential Building/House,,-73.88796075733927,MOBILE,QUEENS,Unspecified,2019-08-12T06:33:05.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,80 AVENUE,,43525169,1015318.0,193016.0
,NYPD,New York City Police Department,2032590022.0,BRONX,BRONX,2019-08-12T08:14:52.000,08 BRONX,Noise - Vehicle,2019-08-11T22:37:05.000,WEST KINGSBRIDGE ROAD,WEST  229 STREET,Car/Truck Music,,2840 BAILEY AVENUE,10463.0,WEST KINGSBRIDGE ROAD,WEST  229 STREET,BAILEY AVENUE,40.87422023300874,"{'type': 'Point', 'coordinates': [-73.90496685996638, 40.87422023300874]}",,,,Street/Sidewalk,,-73.90496685996638,ONLINE,BRONX,Unspecified,2019-08-12T12:14:56.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,BAILEY AVENUE,,43523146,1010532.0,257794.0
,NYPD,New York City Police Department,1022360017.0,MANHATTAN,NEW YORK,2019-08-12T02:31:21.000,12 MANHATTAN,Noise - Street/Sidewalk,2019-08-11T22:37:14.000,VERMILYEA AVENUE,BROADWAY,Loud Music/Party,,560 ISHAM STREET,10034.0,VERMILYEA AVENUE,BROADWAY,ISHAM STREET,40.867454522556976,"{'type': 'Point', 'coordinates': [-73.91934105085295, 40.867454522556976]}",,,,,,-73.91934105085295,PHONE,MANHATTAN,Unspecified,2019-08-12T06:31:26.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,ISHAM STREET,,43520773,1006559.0,255325.0
,NYPD,New York City Police Department,3050520011.0,BROOKLYN,BROOKLYN,2019-08-12T12:27:17.000,14 BROOKLYN,Noise - Street/Sidewalk,2019-08-11T22:37:19.000,PARADE PLACE,ST PAULS PLACE,Loud Music/Party,,121 PARKSIDE AVENUE,11226.0,PARADE PLACE,ST PAULS PLACE,PARKSIDE AVENUE,40.65358519485396,"{'type': 'Point', 'coordinates': [-73.9651750987084, 40.65358519485396]}",,,,Street/Sidewalk,,-73.9651750987084,MOBILE,BROOKLYN,Unspecified,2019-08-12T16:27:19.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,PARKSIDE AVENUE,,43519686,993913.0,177397.0
,NYPD,New York City Police Department,3009250033.0,BROOKLYN,BROOKLYN,2019-08-12T04:36:55.000,12 BROOKLYN,Noise - Street/Sidewalk,2019-08-11T22:37:22.000,8 AVENUE,9 AVENUE,Loud Music/Party,,864 42 STREET,11232.0,8 AVENUE,9 AVENUE,42 STREET,40.64478243522447,"{'type': 'Point', 'coordinates': [-73.99771540163759, 40.64478243522447]}",,,,Street/Sidewalk,,-73.99771540163759,ONLINE,BROOKLYN,Unspecified,2019-08-12T08:36:57.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,42 STREET,,43519329,984884.0,174188.0
,NYPD,New York City Police Department,1020750056.0,MANHATTAN,NEW YORK,2019-08-11T22:51:00.000,09 MANHATTAN,Noise - Street/Sidewalk,2019-08-11T22:37:24.000,AMSTERDAM AVENUE,BROADWAY,Loud Music/Party,,560 WEST  144 STREET,10031.0,AMSTERDAM AVENUE,BROADWAY,WEST  144 STREET,40.82522248363238,"{'type': 'Point', 'coordinates': [-73.94969287279021, 40.82522248363238]}",,,,Street/Sidewalk,,-73.94969287279021,MOBILE,MANHATTAN,Unspecified,2019-08-12T02:51:03.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,WEST  144 STREET,,43518974,998173.0,239932.0
,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2019-08-12T01:00:57.000,09 MANHATTAN,Noise - Street/Sidewalk,2019-08-11T22:37:28.000,AMSTERDAM AVENUE,BROADWAY,Loud Music/Party,,546 WEST  144 STREET,10031.0,AMSTERDAM AVENUE,BROADWAY,WEST  144 STREET,40.8251070854662,"{'type': 'Point', 'coordinates': [-73.94941835431287, 40.8251070854662]}",,,,Street/Sidewalk,,-73.94941835431287,MOBILE,MANHATTAN,Unspecified,2019-08-12T05:01:01.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,WEST  144 STREET,,43524993,998249.0,239890.0
,NYPD,New York City Police Department,1020750056.0,MANHATTAN,NEW YORK,2019-08-12T01:02:30.000,09 MANHATTAN,Noise - Vehicle,2019-08-11T22:37:39.000,AMSTERDAM AVENUE,BROADWAY,Car/Truck Music,,560 WEST  144 STREET,10031.0,AMSTERDAM AVENUE,BROADWAY,WEST  144 STREET,40.82522248363238,"{'type': 'Point', 'coordinates': [-73.94969287279021, 40.82522248363238]}",,,,Street/Sidewalk,,-73.94969287279021,MOBILE,MANHATTAN,Unspecified,2019-08-12T05:02:36.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,WEST  144 STREET,,43523449,998173.0,239932.0
,NYPD,New York City Police Department,1022430045.0,MANHATTAN,NEW YORK,2019-08-12T11:34:09.000,12 MANHATTAN,Illegal Parking,2019-08-11T22:38:02.000,DEAD END,WEST  215 STREET,Parking Permit Improper Use,,10 PARK TERRACE EAST,10034.0,DEAD END,WEST  215 STREET,PARK TERRACE EAST,40.86980003289866,"{'type': 'Point', 'coordinates': [-73.9176352286794, 40.86980003289866]}",,,,Street/Sidewalk,,-73.9176352286794,ONLINE,MANHATTAN,Unspecified,2019-08-12T15:34:11.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,PARK TERRACE EAST,,43522206,1007030.0,256180.0
,NYPD,New York City Police Department,,BRONX,,2019-08-12T21:53:35.000,Unspecified BRONX,Noise - Vehicle,2019-08-11T22:38:03.000,EAST  170 STREET,EAST  171 STREET,Car/Truck Music,,WALTON AVENUE,10452.0,EAST  170 STREET,EAST  171 STREET,,,,,,,Street/Sidewalk,,,PHONE,BRONX,Unspecified,2019-08-13T01:53:42.000,Your request can not be processed at this time because of insufficient contact information. Please c,Closed,WALTON AVENUE,,43520822,,
,NYPD,New York City Police Department,,BRONX,,2019-08-12T21:54:00.000,04 BRONX,Noise - Street/Sidewalk,2019-08-11T22:38:09.000,EAST  172 STREET,WALTON AVENUE,Loud Music/Party,,EAST  172 STREET,10452.0,EAST  172 STREET,WALTON AVENUE,,40.841620613858616,"{'type': 'Point', 'coordinates': [-73.91447161187804, 40.841620613858616]}",,,,,,-73.91447161187804,PHONE,BRONX,Unspecified,2019-08-13T01:54:02.000,Your request can not be processed at this time because of insufficient contact information. Please c,Closed,EAST  172 STREET,,43519275,1007915.0,245914.0
,NYPD,New York City Police Department,3018540014.0,BROOKLYN,BROOKLYN,2019-08-12T00:28:54.000,03 BROOKLYN,Noise - Street/Sidewalk,2019-08-11T22:38:10.000,MARCY AVENUE,TOMPKINS AVENUE,Loud Music/Party,,30 MAC DONOUGH STREET,11216.0,MARCY AVENUE,TOMPKINS AVENUE,MAC DONOUGH STREET,40.68085220583943,"{'type': 'Point', 'coordinates': [-73.94506426530351, 40.68085220583943]}",,,,Street/Sidewalk,,-73.94506426530351,ONLINE,BROOKLYN,Unspecified,2019-08-12T04:28:56.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,MAC DONOUGH STREET,,43522974,999487.0,187334.0
,NYPD,New York City Police Department,4067560087.0,QUEENS,FRESH MEADOWS,2019-08-12T00:48:02.000,08 QUEENS,Noise - Residential,2019-08-11T22:38:21.000,160 STREET,161 STREET,Loud Music/Party,,160-17 65 AVENUE,11365.0,160 STREET,161 STREET,65 AVENUE,40.736921295652955,"{'type': 'Point', 'coordinates': [-73.80832256945767, 40.736921295652955]}",,,,Residential Building/House,,-73.80832256945767,ONLINE,QUEENS,Unspecified,2019-08-12T04:48:03.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,65 AVENUE,,43519713,1037369.0,207815.0
,NYPD,New York City Police Department,3057720052.0,BROOKLYN,BROOKLYN,2019-08-12T03:44:42.000,10 BROOKLYN,Illegal Parking,2019-08-11T22:38:25.000,10 AVENUE,11 AVENUE,Blocked Hydrant,,1047 BAYRIDGE AVENUE,11219.0,10 AVENUE,11 AVENUE,BAY RIDGE AVENUE,40.62706172421467,"{'type': 'Point', 'coordinates': [-74.00944218050338, 40.62706172421467]}",,,,Street/Sidewalk,,-74.00944218050338,PHONE,BROOKLYN,Unspecified,2019-08-12T07:44:45.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,BAYRIDGE AVENUE,,43522670,981629.0,167732.0
,NYPD,New York City Police Department,2040160032.0,BRONX,BRONX,2019-08-12T21:52:26.000,11 BRONX,Noise - Residential,2019-08-11T22:38:32.000,ADAMS STREET,VAN BUREN STREET,Loud Music/Party,,513 VAN NEST AVENUE,10460.0,ADAMS STREET,VAN BUREN STREET,VAN NEST AVENUE,40.840906957736465,"{'type': 'Point', 'coordinates': [-73.87030830693175, 40.840906957736465]}",,,,Residential Building/House,,-73.87030830693175,ONLINE,BRONX,Unspecified,2019-08-13T01:52:29.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,VAN NEST AVENUE,,43520845,1020135.0,245669.0
,NYPD,New York City Police Department,,MANHATTAN,,2019-08-11T23:00:17.000,Unspecified MANHATTAN,Noise - Street/Sidewalk,2019-08-11T22:38:37.000,AMSTERDAM AVENUE,AUDUBON AVENUE,Loud Music/Party,,WEST  171 STREET,10032.0,AMSTERDAM AVENUE,AUDUBON AVENUE,,,,,,,Street/Sidewalk,,,PHONE,MANHATTAN,Unspecified,2019-08-12T03:00:20.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,WEST  171 STREET,,43519494,,
,NYPD,New York City Police Department,1021760005.0,MANHATTAN,NEW YORK,2019-08-11T23:00:29.000,12 MANHATTAN,Illegal Parking,2019-08-11T22:38:38.000,WEST  177 STREET,CBE NB EXIT    1 A UPPERDECK,Posted Parking Sign Violation,,390 FORT WASHINGTON AVENUE,10033.0,WEST  177 STREET,CBE NB EXIT    1 A UPPERDECK,FT WASHINGTON AVENUE,40.84824837537038,"{'type': 'Point', 'coordinates': [-73.93934524512231, 40.84824837537038]}",,,,Street/Sidewalk,,-73.93934524512231,MOBILE,MANHATTAN,Unspecified,2019-08-12T03:00:30.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,FORT WASHINGTON AVENUE,,43520066,1001031.0,248323.0
,NYPD,New York City Police Department,1004710014.0,MANHATTAN,NEW YORK,2019-08-12T00:59:10.000,02 MANHATTAN,Noise - Residential,2019-08-11T22:38:49.000,GRAND STREET,BROOME STREET,Loud Talking,,177 MULBERRY STREET,10013.0,GRAND STREET,BROOME STREET,MULBERRY STREET,40.72032952514841,"{'type': 'Point', 'coordinates': [-73.99691554295998, 40.72032952514841]}",,,,Residential Building/House,,-73.99691554295998,ONLINE,MANHATTAN,Unspecified,2019-08-12T04:59:16.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,MULBERRY STREET,,43524782,985105.0,201712.0
ADDRESS,DEP,Department of Environmental Protection,,BRONX,,2019-08-12T06:54:00.000,Unspecified BRONX,Noise,2019-08-11T22:39:00.000,CITY ISLAND AVE,BODY OF WATER,"Noise: Boat(Engine,Music,Etc) (NR10)",N/A,CITY ISL RD OVER EASTCHESTER AV,,,,,,,,,,,,,UNKNOWN,BRONX,Unspecified,2019-08-12T06:54:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,Closed,CITY ISL RD OVER EASTCHESTER AV,,43524627,,
ADDRESS,DEP,Department of Environmental Protection,1000160150.0,MANHATTAN,NEW YORK,2019-08-12T06:41:00.000,01 MANHATTAN,Noise,2019-08-11T22:39:00.000,N END WAY,NORTH END AVE,"Noise: Boat(Engine,Music,Etc) (NR10)",N/A,230 VESEY STREET,10281.0,,,,40.71449589369315,"{'type': 'Point', 'coordinates': [-74.01560490453926, 40.71449589369315]}",,,,,,-74.01560490453926,UNKNOWN,MANHATTAN,Unspecified,2019-08-12T06:41:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,Closed,VESEY STREET,,43523398,979924.0,199587.0
,NYPD,New York City Police Department,2024630021.0,BRONX,BRONX,2019-08-12T21:50:19.000,04 BRONX,Noise - Street/Sidewalk,2019-08-11T22:39:03.000,MCCLELLAN STREET,TUDOR PLACE,Loud Music/Party,,1157 GRAND CONCOURSE,10452.0,MCCLELLAN STREET,TUDOR PLACE,GRAND CONCOURSE,40.8333429615766,"{'type': 'Point', 'coordinates': [-73.91881867060908, 40.8333429615766]}",,,,Street/Sidewalk,,-73.91881867060908,ONLINE,BRONX,Unspecified,2019-08-13T01:50:24.000,Your request can not be processed at this time because of insufficient contact information. Please c,Closed,GRAND CONCOURSE,,43521116,1006715.0,242897.0
,NYPD,New York City Police Department,1021270043.0,MANHATTAN,NEW YORK,2019-08-11T23:00:49.000,12 MANHATTAN,Noise - Street/Sidewalk,2019-08-11T22:39:03.000,AMSTERDAM AVENUE,AUDUBON AVENUE,Loud Music/Party,,504 WEST  171 STREET,10032.0,AMSTERDAM AVENUE,AUDUBON AVENUE,WEST  171 STREET,40.841837614798095,"{'type': 'Point', 'coordinates': [-73.9358887420111, 40.841837614798095]}",,,,Street/Sidewalk,,-73.9358887420111,MOBILE,MANHATTAN,Unspecified,2019-08-12T03:00:50.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,WEST  171 STREET,,43522290,1001989.0,245988.0
,NYPD,New York City Police Department,3016470001.0,BROOKLYN,BROOKLYN,2019-08-11T22:49:18.000,03 BROOKLYN,Noise - Street/Sidewalk,2019-08-11T22:39:05.000,MALCOLM X BOULEVARD,PATCHEN AVENUE,Loud Music/Party,,795 PUTNAM AVENUE,11221.0,MALCOLM X BOULEVARD,PATCHEN AVENUE,PUTNAM AVENUE,40.68643737954079,"{'type': 'Point', 'coordinates': [-73.92919089280218, 40.68643737954079]}",,,,Street/Sidewalk,,-73.92919089280218,MOBILE,BROOKLYN,Unspecified,2019-08-12T02:49:21.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,PUTNAM AVENUE,,43520938,1003888.0,189372.0
